"time","tps"
"2025-04-24 17:31:34 UTC","138"
"2025-04-24 17:31:37 UTC","127"
"2025-04-24 17:31:40 UTC","127"
"2025-04-24 17:31:43 UTC","127"
"2025-04-24 17:31:46 UTC","98"
"2025-04-24 17:31:49 UTC","91"
"2025-04-24 17:31:52 UTC","95"
"2025-04-24 17:31:55 UTC","104"
"2025-04-24 17:31:58 UTC","124"
"2025-04-24 17:32:01 UTC","114"
"2025-04-24 17:32:04 UTC","105"
"2025-04-24 17:32:07 UTC","100"
"2025-04-24 17:32:10 UTC","110"
"2025-04-24 17:32:13 UTC","126"
"2025-04-24 17:32:16 UTC","124"
"2025-04-24 17:32:19 UTC","118"
"2025-04-24 17:32:22 UTC","131"
"2025-04-24 17:32:25 UTC","128"
"2025-04-24 17:32:28 UTC","113"
"2025-04-24 17:32:31 UTC","124"
"2025-04-24 17:32:34 UTC","136"
"2025-04-24 17:32:37 UTC","128"
"2025-04-24 17:32:40 UTC","117"
"2025-04-24 17:32:43 UTC","130"
"2025-04-24 17:32:46 UTC","123"
"2025-04-24 17:32:49 UTC","118"
"2025-04-24 17:32:52 UTC","108"
"2025-04-24 17:32:55 UTC","117"
"2025-04-24 17:32:58 UTC","104"
"2025-04-24 17:33:01 UTC","113"
"2025-04-24 17:33:04 UTC","116"
"2025-04-24 17:33:07 UTC","134"
"2025-04-24 17:33:10 UTC","136"
"2025-04-24 17:33:13 UTC","137"
