"time","tps"
"2025-04-23 00:29:00 UTC","48"
"2025-04-23 00:29:03 UTC","58"
"2025-04-23 00:29:06 UTC","59"
"2025-04-23 00:29:09 UTC","60"
"2025-04-23 00:29:12 UTC","64"
"2025-04-23 00:29:15 UTC","60"
"2025-04-23 00:29:18 UTC","60"
"2025-04-23 00:29:21 UTC","58"
"2025-04-23 00:29:24 UTC","52"
"2025-04-23 00:29:27 UTC","55"
"2025-04-23 00:29:30 UTC","51"
"2025-04-23 00:29:33 UTC","57"
"2025-04-23 00:29:36 UTC","55"
"2025-04-23 00:29:39 UTC","55"
"2025-04-23 00:29:42 UTC","65"
"2025-04-23 00:29:45 UTC","65"
"2025-04-23 00:29:48 UTC","57"
"2025-04-23 00:29:51 UTC","57"
"2025-04-23 00:29:54 UTC","63"
"2025-04-23 00:29:57 UTC","49"
"2025-04-23 00:30:00 UTC","51"
"2025-04-23 00:30:03 UTC","56"
"2025-04-23 00:30:06 UTC","52"
"2025-04-23 00:30:09 UTC","52"
"2025-04-23 00:30:12 UTC","51"
"2025-04-23 00:30:15 UTC","49"
"2025-04-23 00:30:18 UTC","49"
"2025-04-23 00:30:21 UTC","55"
"2025-04-23 00:30:24 UTC","55"
"2025-04-23 00:30:27 UTC","58"
"2025-04-23 00:30:30 UTC","53"
"2025-04-23 00:30:33 UTC","52"
"2025-04-23 00:30:36 UTC","50"
"2025-04-23 00:30:39 UTC","56"
"2025-04-23 00:30:42 UTC","54"
"2025-04-23 00:30:45 UTC","55"
"2025-04-23 00:30:48 UTC","54"
"2025-04-23 00:30:51 UTC","57"
"2025-04-23 00:30:54 UTC","57"
"2025-04-23 00:30:57 UTC","55"
"2025-04-23 00:31:00 UTC","50"
"2025-04-23 00:31:03 UTC","52"
"2025-04-23 00:31:06 UTC","57"
"2025-04-23 00:31:09 UTC","56"
"2025-04-23 00:31:12 UTC","65"
"2025-04-23 00:31:15 UTC","67"
"2025-04-23 00:31:18 UTC","56"
"2025-04-23 00:31:21 UTC","59"
"2025-04-23 00:31:24 UTC","56"
"2025-04-23 00:31:27 UTC","74"
"2025-04-23 00:31:30 UTC","69"
"2025-04-23 00:31:33 UTC","62"
"2025-04-23 00:31:36 UTC","56"
"2025-04-23 00:31:39 UTC","54"
"2025-04-23 00:31:42 UTC","60"
"2025-04-23 00:31:45 UTC","56"
"2025-04-23 00:31:48 UTC","60"
"2025-04-23 00:31:51 UTC","59"
"2025-04-23 00:31:54 UTC","52"
"2025-04-23 00:31:57 UTC","58"
"2025-04-23 00:32:00 UTC","57"
"2025-04-23 00:32:03 UTC","56"
"2025-04-23 00:32:06 UTC","59"
"2025-04-23 00:32:09 UTC","60"
"2025-04-23 00:32:12 UTC","57"
"2025-04-23 00:32:15 UTC","60"
"2025-04-23 00:32:18 UTC","66"
"2025-04-23 00:32:21 UTC","53"
"2025-04-23 00:32:24 UTC","50"
"2025-04-23 00:32:27 UTC","64"
"2025-04-23 00:32:30 UTC","60"
"2025-04-23 00:32:33 UTC","54"
"2025-04-23 00:32:36 UTC","57"
"2025-04-23 00:32:39 UTC","56"
"2025-04-23 00:32:42 UTC","56"
"2025-04-23 00:32:45 UTC","58"
"2025-04-23 00:32:48 UTC","61"
"2025-04-23 00:32:51 UTC","56"
"2025-04-23 00:32:54 UTC","54"
"2025-04-23 00:32:57 UTC","50"
"2025-04-23 00:33:00 UTC","51"
"2025-04-23 00:33:03 UTC","56"
"2025-04-23 00:33:06 UTC","61"
"2025-04-23 00:33:09 UTC","58"
"2025-04-23 00:33:12 UTC","54"
